"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Connecticut"	"09"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	57	4042250	1.4
	"Connecticut"	"09"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	14	4042250	Unreliable
	"Connecticut"	"09"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	616	4042250	15.2
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	10	73653	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	13	63645	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	11	261196	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	26	261196	10.0
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	22	261196	8.4
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	25	261196	9.6
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	11	261196	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	156	261196	59.7
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	26	186893	13.9
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	30	186893	16.1
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	18	186893	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	119	186893	63.7
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	15	2882735	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	10	2882735	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	63	2882735	2.2
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	29	2882735	1.0
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	20	2882735	0.7
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	130	2882735	4.5
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	17	2882735	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	117	2882735	4.1
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	60	2882735	2.1
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	15	2882735	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	592	2882735	20.5
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	12	2487923	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	65	2487923	2.6
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	33	2487923	1.3
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	23	2487923	0.9
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	173	2487923	7.0
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	16	2487923	Unreliable
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	152	2487923	6.1
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	105	2487923	4.2
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	20	2487923	0.8
	"Connecticut"	"09"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	833	2487923	33.5
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	13	31188	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	11	136206	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	13	136206	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	35	136206	25.7
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	36	136206	26.4
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	30	136206	22.0
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	144	136206	105.7
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	19	81280	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	27	81280	33.2
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	10	81280	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	101	81280	124.3
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	15	2064198	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	14	2064198	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	99	2064198	4.8
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	63	2064198	3.1
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	41	2064198	2.0
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	276	2064198	13.4
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	29	2064198	1.4
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	142	2064198	6.9
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	110	2064198	5.3
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	14	2064198	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1035	2064198	50.1
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	11	1445969	Unreliable
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	90	1445969	6.2
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	68	1445969	4.7
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	36	1445969	2.5
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	283	1445969	19.6
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	170	1445969	11.8
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	152	1445969	10.5
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	21	1445969	1.5
	"Connecticut"	"09"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	992	1445969	68.6
	"Connecticut"	"09"	"85+ years"	"85+"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	12	9496	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	11	52909	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	35	52909	66.2
	"Connecticut"	"09"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	24	52909	45.4
	"Connecticut"	"09"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	21	52909	39.7
	"Connecticut"	"09"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	127	52909	240.0
	"Connecticut"	"09"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	15	21054	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	10	21054	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	51	21054	242.2
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	14	1156402	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	96	1156402	8.3
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	87	1156402	7.5
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	62	1156402	5.4
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	476	1156402	41.2
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with coma"	"E14.0"	16	1156402	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	25	1156402	2.2
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	201	1156402	17.4
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	120	1156402	10.4
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	15	1156402	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	18	1156402	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1371	1156402	118.6
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	49	537458	9.1
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	61	537458	11.3
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	27	537458	5.0
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	257	537458	47.8
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	10	537458	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	158	537458	29.4
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	102	537458	19.0
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	12	537458	Unreliable
	"Connecticut"	"09"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	825	537458	153.5
	"Delaware"	"10"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	12	328712	Unreliable
	"Delaware"	"10"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	11	278214	Unreliable
	"Delaware"	"10"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	15	278214	Unreliable
	"Delaware"	"10"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	10	937340	Unreliable
	"Delaware"	"10"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	29	927530	3.1
	"Delaware"	"10"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	36	316525	11.4
	"Delaware"	"10"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	11	262455	Unreliable
	"Delaware"	"10"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	12	262455	Unreliable
	"Delaware"	"10"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	36	262455	13.7
	"Delaware"	"10"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	13	1027247	Unreliable
	"Delaware"	"10"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	51	1027247	5.0
	"Delaware"	"10"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	12	987931	Unreliable
	"Delaware"	"10"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	15	987931	Unreliable
	"Delaware"	"10"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	17	987931	Unreliable
	"Delaware"	"10"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	65	987931	6.6
	"Delaware"	"10"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	16	234981	Unreliable
	"Delaware"	"10"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	15	234981	Unreliable
	"Delaware"	"10"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	50	234981	21.3
	"Delaware"	"10"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	10	190197	Unreliable
	"Delaware"	"10"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	11	190197	Unreliable
	"Delaware"	"10"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	19	190197	Unreliable
